STATE_NAME,CITY_NAME,HERITAGE_NAME,HERITAGE_TYPE,IMAGE_NAME
Tamil Nadu,TIRUPPUR,"Eswaran Temple, Nallur",Temple,TIRUPPUR_Eswaran_Temple_Nallur.jpg
Tamil Nadu,TIRUPPUR,Perumal Temple,Temple,TIRUPPUR_Perumal_Temple.jpg
Tamil Nadu,TIRUPPUR,"Angalamman Temple, Muthanampalayam",Temple,TIRUPPUR_Angalamman_Temple_Muthanampalayam.jpg
Karnataka,Shivamogga,Shivappa Nayak Palace,Palace,Shivamogga_Shivappa_Nayak_Palace.jpg
Karnataka,Hubli,Chandramouleshwar temple,Temple,Hubli_Chandramouleshwar_temple.jpg
Karnataka,Hubli,banashankari temple,Temple,Hubli_banashankari_temple.jpg
Karnataka,Hubli,Someshwar temple,Temple,Hubli_Someshwar_temple.jpg
Karnataka,Hubli,Amruteshwar temple,Temple,Hubli_Amruteshwar_temple.jpg
Andhra Pradesh,Kakinada,Sri Bhavannarayana Swami Temple,Temple,Kakinada_Sri_Bhavannarayana_Swami_Temple.jpg
Madhya Pradesh,Indore,Rajawada Palace,Palace,Indore_Rajawada_Palace.jpg
Madhya Pradesh,Indore,Krishnapura chhatri,Monument,Indore_Krishnapura_chhatri.jpg
Madhya Pradesh,Indore,Lal bagh Palace,Palace,Indore_Lal_bagh_Palace.jpg
Madhya Pradesh,Indore,Boliya sarkar chatri,Monument,Indore_Boliya_sarkar_chatri.jpg
Madhya Pradesh,Indore,Mahatama gandhi hall,Monument,Indore_Mahatama_gandhi_hall.jpg
Madhya Pradesh,Indore,Phooti Kothi,Building,Indore_Phooti_Kothi.jpg
Madhya Pradesh,Indore,Bilawali talab,Lake,Indore_Bilawali_talab.jpg
Madhya Pradesh,Indore,Sirpur talab,Lake,Indore_Sirpur_talab.jpg
Madhya Pradesh,Indore,Dev Dharam,Building,Indore_Dev_Dharam.jpg
Madhya Pradesh,Indore,Yeswant Sagar Dam,Dam,Indore_Yeswant_Sagar_Dam.jpg
Madhya Pradesh,Indore,"Malhar Ashram, School",Building,Indore_Malhar_Ashram_School.jpg
Madhya Pradesh,Indore,Ahilya Ashram,Building,Indore_Ahilya_Ashram.jpg
Madhya Pradesh,Indore,Gopal mandir,Temple,Indore_Gopal_mandir.jpg
Madhya Pradesh,Indore,Yashwant Niwas Palace,Palace,Indore_Yashwant_Niwas_Palace.jpg
Madhya Pradesh,Indore,Harshidi temple,Temple,Indore_Harshidi_temple.jpg
Madhya Pradesh,Indore,Bhandari Kothi,Building,Indore_Bhandari_Kothi.jpg
Madhya Pradesh,Indore,Annop Bhawan,Building,Indore_Annop_Bhawan.jpg
Madhya Pradesh,Indore,KEM Medical Colloge,Building,Indore_KEM_Medical_Colloge.jpg
Madhya Pradesh,Indore,MGM Hospital,Building,Indore_MGM_Hospital.jpg
Madhya Pradesh,Indore,Holkar College,Building,Indore_Holkar_College.jpg
Madhya Pradesh,Indore,Yashwant Club,Building,Indore_Yashwant_Club.jpg
Madhya Pradesh,Indore,Devilalikar Kala Vitika,Building,Indore_Devilalikar_Kala_Vitika.jpg
Madhya Pradesh,Indore,Devilalikar art school,Building,Indore_Devilalikar_art_school.jpg
Madhya Pradesh,Indore,Kanch Mandir,Temple,Indore_Kanch_Mandir.jpg
Madhya Pradesh,Indore,Rang Mahal,Palace,Indore_Rang_Mahal.jpg
Madhya Pradesh,Indore,Sheesh mahal,Palace,Indore_Sheesh_mahal.jpg
Madhya Pradesh,Indore,Ahilya bai libaray,Building,Indore_Ahilya_bai_libaray.jpg
Madhya Pradesh,Indore,General Library,Building,Indore_General_Library.jpg
Madhya Pradesh,Indore,Nath mandir,Temple,Indore_Nath_mandir.jpg
Madhya Pradesh,Indore,Vir savarkar market,Building,Indore_Vir_savarkar_market.jpg
Madhya Pradesh,Indore,Kahrajan mandir,Temple,Indore_Kahrajan_mandir.jpg
Madhya Pradesh,Indore,Residency kothi,Building,Indore_Residency_kothi.jpg
Madhya Pradesh,Indore,Indrsehawar temple,Temple,Indore_Indrsehawar_temple.jpg
Madhya Pradesh,Indore,Hukumchand tower (Indra Bhawan),Building,Indore_Hukumchand_tower_Indra_Bhawan.jpg
Madhya Pradesh,Indore,Daly college,Building,Indore_Daly_college.jpg
Madhya Pradesh,Indore,Indore press club,Building,Indore_Indore_press_club.jpg
Madhya Pradesh,Indore,Ranisarai (Sp Office),Building,Indore_Ranisarai_Sp_Office.jpg
Madhya Pradesh,Indore,Sukhniwas palace,Palace,Indore_Sukhniwas_palace.jpg
Madhya Pradesh,Indore,Manik bgah palace,Palace,Indore_Manik_bgah_palace.jpg
Madhya Pradesh,Indore,Circuit house,Building,Indore_Circuit_house.jpg
Madhya Pradesh,Indore,Residency of superintending officer,Building,Indore_Residency_of_superintending_officer.jpg
Madhya Pradesh,Indore,IG bunglaow,Building,Indore_IG_bunglaow.jpg
Madhya Pradesh,Indore,Indore residency club,Building,Indore_Indore_residency_club.jpg
Madhya Pradesh,Indore,Robert nursing home,Building,Indore_Robert_nursing_home.jpg
Madhya Pradesh,Indore,Red chruch,Church,Indore_Red_chruch.jpg
Madhya Pradesh,Indore,The dak bungalow,Building,Indore_The_dak_bungalow.jpg
Madhya Pradesh,Indore,White chruch,Church,Indore_White_chruch.jpg
Madhya Pradesh,Indore,Public service commissions office,Building,Indore_Public_service_commissions_office.jpg
Madhya Pradesh,Indore,Christian college,Building,Indore_Christian_college.jpg
Madhya Pradesh,Indore,Mth compound,Building,Indore_Mth_compound.jpg
Madhya Pradesh,Indore,Victoria library,Building,Indore_Victoria_library.jpg
Madhya Pradesh,Indore,Bada ganpati mandir,Temple,Indore_Bada_ganpati_mandir.jpg
Madhya Pradesh,Indore,Govardhan nath mandir,Temple,Indore_Govardhan_nath_mandir.jpg
Madhya Pradesh,Indore,Bijasen Mandir,Temple,Indore_Bijasen_Mandir.jpg
Madhya Pradesh,Indore,Ghat Hanuman Mandir,Temple,Indore_Ghat_Hanuman_Mandir.jpg
Madhya Pradesh,Indore,Jam Darwaza,Monument,Indore_Jam_Darwaza.jpg
Madhya Pradesh,Indore,Kevadeshwar Temple,Temple,Indore_Kevadeshwar_Temple.jpg
Madhya Pradesh,Indore,Mastanis Tomb,Tomb,Indore_Mastanis_Tomb.jpg
Madhya Pradesh,Indore,Imam Bada,Religious Building,Indore_Imam_Bada.jpg
Madhya Pradesh,Indore,Kalyan Mal Narsing Homa,Building,Indore_Kalyan_Mal_Narsing_Homa.jpg
Madhya Pradesh,Indore,PWD Building,Building,Indore_PWD_Building.jpg
Madhya Pradesh,Indore,Swami Vivekanad H. S. School,Building,Indore_Swami_Vivekanad_H_S_School.jpg
Karnataka,Davanagere,SRI DURGAMBHIKA TEMPLE,Temple,Davanagere_SRI_DURGAMBHIKA_TEMPLE.jpg
Tripura,Agartala,Ujjayanta Palace,Palace,Agartala_Ujjayanta_Palace.jpg
Tamil Nadu,Coimbatore,Victoria Hall 1892,Building,Coimbatore_Victoria_Hall_1892.jpg
Orissa,Rourkela,Vedvyas Mandir,Temple,Rourkela_Vedvyas_Mandir.jpg
Orissa,Rourkela,Dhabaleswar Temple,Temple,Rourkela_Dhabaleswar_Temple.jpg
Orissa,Rourkela,Hanuman Vatika,Temple,Rourkela_Hanuman_Vatika.jpg
Orissa,Rourkela,DAV Pond,Lake,Rourkela_DAV_Pond.jpg
Orissa,Rourkela,Pond,Lake,Rourkela_DAV_Pond.jpg
Orissa,Rourkela,Baishnodevi Temple,Temple,Rourkela_Baishnodevi_Temple.jpg
Orissa,Rourkela,Birsamunda Statue,Monument,Rourkela_Birsamunda_Statue.jpg
Orissa,Rourkela,Birsa Munda Field,Open Space,Rourkela_Birsa_Munda_Field.jpg
Orissa,Rourkela,Ganesh Puja,Open Space,Rourkela_Ganesh_Puja.jpg
Orissa,Rourkela,Church,Church,Rourkela_Church.jpg
Maharashtra,Solapur Smart City,Bhukot Ford Solapur,Fort,Solapur_Smart_City_Bhukot_Ford_Solapur.jpg
Maharashtra,Solapur Smart City,Shri . Siddeshwar Maindar,Temple,Solapur_Smart_City_Shri_Siddeshwar_Maindar.jpg
Maharashtra,Solapur Smart City,Shri Siddeshwar Lake,Lake,Solapur_Smart_City_Shri_Siddeshwar_Lake.jpg
Maharashtra,Solapur Smart City,Solapur Mahanagarpalika Oppisite Building,Building,Solapur_Smart_City_Solapur_Mahanagarpalika_Oppisite_Building.jpg
Maharashtra,Solapur Smart City,Shri. Malikarjun Mandir,Temple,Solapur_Smart_City_Shri_Malikarjun_Mandir.jpg
Maharashtra,Solapur Smart City,Narsingh Girji Mill,Building,Solapur_Smart_City_Narsingh_Girji_Mill.jpg
Maharashtra,Solapur Smart City,Ganpate Ghat,Religious Building,Solapur_Smart_City_Ganpate_Ghat.jpg
Maharashtra,Solapur Smart City,Udgiri galli and simma,Open Space,Solapur_Smart_City_Udgiri_galli_and_simma.jpg
Maharashtra,Solapur Smart City,HajiBhai Darga,Religious Building,Solapur_Smart_City_HajiBhai_Darga.jpg
Maharashtra,Solapur Smart City,Juni Vitthal Mandir,Temple,Solapur_Smart_City_Juni_Vitthal_Mandir.jpg
Maharashtra,Solapur Smart City,Mahasiddeshwar Mandir Duffrin Chowk,Temple,Solapur_Smart_City_Mahasiddeshwar_Mandir_Duffrin_Chowk.jpg
Maharashtra,Solapur Smart City,Siddeshwar Lake,Lake,Solapur_Smart_City_Shri_Siddeshwar_Lake.jpg
Maharashtra,Solapur Smart City,Kambar Lake Sambhaja Talave,Lake,Solapur_Smart_City_Kambar_Lake_Sambhaja_Talave.jpg
Maharashtra,Solapur Smart City,Ramchandra Gandhi Parshwanath Jain mandir,Temple,Solapur_Smart_City_Ramchandra_Gandhi_Parshwanath_Jain_mandir.jpg
Maharashtra,Solapur Smart City,Umedpur Chruch,Church,Solapur_Smart_City_Umedpur_Chruch.jpg
Maharashtra,Solapur Smart City,Sonnalaggi Siddeshwar mandir,Temple,Solapur_Smart_City_Sonnalaggi_Siddeshwar_mandir.jpg
Maharashtra,Solapur Smart City,Rupabhavani Mandir,Temple,Solapur_Smart_City_Rupabhavani_Mandir.jpg
Maharashtra,Solapur Smart City,Jammi Mashid,Mosque,Solapur_Smart_City_Jammi_Mashid.jpg
Gujarat,AHMEDABAD,Achyut  kuki  s   Bibi  s Masjid and tomb,Monument,AHMEDABAD_Achyut_kuki_s_Bibi_s_Masjid_and_tomb.jpg
Gujarat,AHMEDABAD,Sidi Bashir  s Minars  Tomb              shaking minars,Monument,AHMEDABAD_Sidi_Bashir_s_Minars_Tomb_shaking_minars.jpg
Gujarat,AHMEDABAD,Brick Minar,Monument,AHMEDABAD_Brick_Minar.jpg
Gujarat,AHMEDABAD,Three Gates,Monument,AHMEDABAD_Three_Gates.jpg
Gujarat,AHMEDABAD,Bhadra Tower,Monument,AHMEDABAD_Bhadra_Tower.jpg
Gujarat,AHMEDABAD,Delhi Gate,Monument,AHMEDABAD_Delhi_Gate.jpg
Gujarat,AHMEDABAD,Rani Rupavati  s Mosque,Monument,AHMEDABAD_Rani_Rupavati_s_Mosque.jpg
Gujarat,AHMEDABAD,Kazi Mohmed Chisti  s Masjid  Shaikh Hasan,Monument,AHMEDABAD_Kazi_Mohmed_Chisti_s_Masjid_Shaikh_Hasan.jpg
Gujarat,AHMEDABAD,Astodia Gate,Monument,AHMEDABAD_Astodia_Gate.jpg
Gujarat,AHMEDABAD,Rani Sipri  s Mosque and tomb,Monument,AHMEDABAD_Rani_Sipri_s_Mosque_and_tomb.jpg
Gujarat,AHMEDABAD,Dasturkhan  s Masjid,Monument,AHMEDABAD_Dasturkhan_s_Masjid.jpg
Gujarat,AHMEDABAD,Dariyapur Gate,Monument,AHMEDABAD_Dariyapur_Gate.jpg
Gujarat,AHMEDABAD,Premabhai Gate,Monument,AHMEDABAD_Premabhai_Gate.jpg
Gujarat,AHMEDABAD,Panchkuwa Gate,Monument,AHMEDABAD_Panchkuwa_Gate.jpg
Gujarat,AHMEDABAD,Kalupur Gate,Monument,AHMEDABAD_Kalupur_Gate.jpg
Gujarat,AHMEDABAD,Sarangpur Gate,Monument,AHMEDABAD_Sarangpur_Gate.jpg
Gujarat,AHMEDABAD,Tomb,Monument,AHMEDABAD_Tomb.jpg
Gujarat,AHMEDABAD,Raipur Gate,Monument,AHMEDABAD_Raipur_Gate.jpg
Gujarat,AHMEDABAD,Ahmed Shah  s Mosque,Monument,AHMEDABAD_Ahmed_Shah_s_Mosque.jpg
Gujarat,AHMEDABAD,Jami Masjid,Monument,AHMEDABAD_Jami_Masjid.jpg
Gujarat,AHMEDABAD,Ahmed Shah  s Tomb,Monument,AHMEDABAD_Ahmed_Shah_s_Tomb.jpg
Gujarat,AHMEDABAD,Tomb of Queens of Ahmed Shah,Monument,AHMEDABAD_Tomb_of_Queens_of_Ahmed_Shah.jpg
Gujarat,AHMEDABAD,Mata Bhavani  s well,Monument,AHMEDABAD_Mata_Bhavani_s_well.jpg
Gujarat,AHMEDABAD,Dada Harir  s Mosque and tomb,Monument,AHMEDABAD_Dada_Harir_s_Mosque_and_tomb.jpg
Gujarat,AHMEDABAD,Dada  Bai   Harir  s stepwell,Monument,AHMEDABAD_Dada_Bai_Harir_s_stepwell.jpg
Gujarat,AHMEDABAD,Bibiji  s Mosque,Monument,AHMEDABAD_Bibiji_s_Mosque.jpg
Gujarat,AHMEDABAD,Small stone Mosque  Rani Masjid,Monument,AHMEDABAD_Small_stone_Mosque_Rani_Masjid.jpg
Gujarat,AHMEDABAD,Great Mosque,Monument,AHMEDABAD_Great_Mosque.jpg
Gujarat,AHMEDABAD,"Great Tank, Palace and Harem",Monument,AHMEDABAD_Great_Tank_Palace_and_Harem.jpg
Gujarat,AHMEDABAD,Pavilion   before the Tomb of shaikh Ahemed KhatunGanj Baksh,Monument,AHMEDABAD_Pavilion_before_the_Tomb_of_shaikh_Ahemed_KhatunGanj_Baksh.jpg
Gujarat,AHMEDABAD,Rauzas of Bava Alisar and Bava Ganj Baksh,Monument,AHMEDABAD_Rauzas_of_Bava_Alisar_and_Bava_Ganj_Baksh.jpg
Gujarat,AHMEDABAD,Tomb of Muhammad Begarah,Monument,AHMEDABAD_Tomb_of_Muhammad_Begarah.jpg
Gujarat,AHMEDABAD,Tomb of Shaikh Ahmed Khatun GanjBaksh,Monument,AHMEDABAD_Tomb_of_Shaikh_Ahmed_Khatun_GanjBaksh.jpg
Gujarat,AHMEDABAD,Baba Lauli  s Mosque,Monument,AHMEDABAD_Baba_Lauli_s_Mosque.jpg
Gujarat,AHMEDABAD,Jethabhai  s Stepwell,Monument,AHMEDABAD_Jethabhai_s_Stepwell.jpg
Gujarat,AHMEDABAD,Small stone Mosque  Gumte masjid,Monument,AHMEDABAD_Small_stone_Mosque_Gumte_masjid.jpg
Gujarat,AHMEDABAD,Amrut Varsini Vav  state Govt. list,Monument,AHMEDABAD_Amrut_Varsini_Vav_state_Govt_list.jpg
Gujarat,AHMEDABAD,Dutch tomb,Monument,AHMEDABAD_Dutch_tomb.jpg
Gujarat,AHMEDABAD,Old Mosque  Isan Malik  s Masjid,Monument,AHMEDABAD_Old_Mosque_Isan_Malik_s_Masjid.jpg
Tamil Nadu,Thoothukudi,Sankararameswar Koil,Temple,Thoothukudi_Sankararameswar_Koil.jpg
Tamil Nadu,Thoothukudi,Vaikunda Perumal Koil,Temple,Thoothukudi_Vaikunda_Perumal_Koil.jpg
Tamil Nadu,Thanjavur,Bragadeeswarar Temple,Temple,Thanjavur_Bragadeeswarar_Temple.jpg
Tamil Nadu,Thanjavur,Palace,Palace,Thanjavur_Palace.jpg
Tamil Nadu,Thanjavur,Manora,Monument,Thanjavur_Manora.jpg
Tamil Nadu,Thanjavur,Old District Collectorate museum,Museum,Thanjavur_Old_District_Collectorate_museum.jpg
Orissa,Bhubaneswar,Ananta Basudev Temple (Precinct),Temple,Bhubaneswar_Ananta_Basudev_Temple_Precinct.jpg
Orissa,Bhubaneswar,Asokan Rock Edict And Sculpture Of Elephant (Precinct),Rock Cut Cave,Bhubaneswar_Asokan_Rock_Edict_And_Sculpture_Of_Elephant_Precinct.jpg
Orissa,Bhubaneswar,Bakresvara Temple,Temple,Bhubaneswar_Bakresvara_Temple.jpg
Orissa,Bhubaneswar,Bhaskareswar Temple,Temple,Bhubaneswar_Bhaskareswar_Temple.jpg
Orissa,Bhubaneswar,Megheswar Temple (Precinct),Temple,Bhubaneswar_Megheswar_Temple_Precinct.jpg
Orissa,Bhubaneswar,Nagesvara/ Sampoorna Jaleswar Temple,Temple,Bhubaneswar_Nagesvara_Sampoorna_Jaleswar_Temple.jpg
Orissa,Bhubaneswar,Residence Of Dhrubacharan Sahu (Heritage Building),Building,Bhubaneswar_Residence_Of_Dhrubacharan_Sahu_Heritage_Building.jpg
Orissa,Bhubaneswar,Sari Temple,Temple,Bhubaneswar_Sari_Temple.jpg
Orissa,Bhubaneswar,Sisiresvara Temple,Temple,Bhubaneswar_Sisiresvara_Temple.jpg
Orissa,Bhubaneswar,Sisupalgarh,Fort,Bhubaneswar_Sisupalgarh.jpg
Orissa,Bhubaneswar,Small Rock Cut Cell With A Niche And Inscription Of Santikaradeva,Rock Cut Cave,Bhubaneswar_Small_Rock_Cut_Cell_With_A_Niche_And_Inscription_Of_Santikaradeva.jpg
Orissa,Bhubaneswar,Vaital Deul,Temple,Bhubaneswar_Vaital_Deul.jpg
Kerala,Thiruvananthapuram,ROCK CUT TEMPLE,Temple,Thiruvananthapuram_ROCK_CUT_TEMPLE.jpg
Kerala,Thiruvananthapuram,Thrivikramangalam temple,Temple,Thiruvananthapuram_Thrivikramangalam_temple.jpg
Kerala,Thiruvananthapuram,niramankara,Temple,Thiruvananthapuram_niramankara.jpg
Kerala,Thiruvananthapuram,fort gate and wall of padmanabha temple,Monument,Thiruvananthapuram_fort_gate_and_wall_of_padmanabha_temple.jpg
Kerala,Thiruvananthapuram,Travancore military headquarters,Building,Thiruvananthapuram_Travancore_military_headquarters.jpg
Kerala,Thiruvananthapuram,vadakke nabimada,Building,Thiruvananthapuram_vadakke_nabimada.jpg
Kerala,Thiruvananthapuram,Nityachelavu Buglow and Rangavilasom palace,Palace,Thiruvananthapuram_Nityachelavu_Buglow_and_Rangavilasom_palace.jpg
Kerala,Thiruvananthapuram,Navaratri mandapom,Building,Thiruvananthapuram_Navaratri_mandapom.jpg
Kerala,Thiruvananthapuram,Krishna vilasam palace,Palace,Thiruvananthapuram_Krishna_vilasam_palace.jpg
Kerala,Thiruvananthapuram,Bhajanappura malika,Building,Thiruvananthapuram_Bhajanappura_malika.jpg
Kerala,Thiruvananthapuram,Ananthavilasom Palace,Palace,Thiruvananthapuram_Ananthavilasom_Palace.jpg
Kerala,Thiruvananthapuram,Sreepadam Palace,Palace,Thiruvananthapuram_Sreepadam_Palace.jpg
Kerala,Thiruvananthapuram,Kawdiar palace,Palace,Thiruvananthapuram_Kawdiar_palace.jpg
Nagaland,KOHIMA,World War II tank,Monument,KOHIMA_World_War_II_tank.jpg
Nagaland,KOHIMA,World War II Cemetary,Cemetery,KOHIMA_World_War_II_Cemetary.jpg
Manipur,Imphal,Shahid Minar,Monument,Imphal_Shahid_Minar.jpg
Manipur,Imphal,Hapta Kangjeibung,Open Space,Imphal_Hapta_Kangjeibung.jpg
Manipur,Imphal,Imphal War Cemetery,Cemetery,Imphal_Imphal_War_Cemetery.jpg
Manipur,Imphal,Khwairamband Bazar,Market,Imphal_Khwairamband_Bazar.jpg
Manipur,Imphal,Shree Shree Govindajee Temple,Temple,Imphal_Shree_Shree_Govindajee_Temple.jpg
Uttar Pradesh,Prayagraj,Allahabad Museum,Museum,Prayagraj_Allahabad_Museum.jpg
Uttar Pradesh,Prayagraj,Senate Hall,Building,Prayagraj_Senate_Hall.jpg
Uttar Pradesh,Prayagraj,Central Library,Building,Prayagraj_Central_Library.jpg
Uttar Pradesh,Prayagraj,Holy Trinity Church,Church,Prayagraj_Holy_Trinity_Church.jpg
Uttar Pradesh,Prayagraj,Anand Bhawan,Museum,Prayagraj_Anand_Bhawan.jpg
Uttar Pradesh,Prayagraj,Khusrau Bagh,Garden,Prayagraj_Khusrau_Bagh.jpg
Uttar Pradesh,Prayagraj,Bhardwaj Ashram,Religious Building,Prayagraj_Bhardwaj_Ashram.jpg
Uttar Pradesh,Prayagraj,Pathar Girijaghar,Church,Prayagraj_Pathar_Girijaghar.jpg
Tamil Nadu,Tiruchirappalli,Rockfort,Fort,Tiruchirappalli_Rockfort.jpg
Tamil Nadu,Tiruchirappalli,Srirangam,Temple,Tiruchirappalli_Srirangam.jpg
Tamil Nadu,Tiruchirappalli,Thiruvanaikaval,Temple,Tiruchirappalli_Thiruvanaikaval.jpg
Tamil Nadu,Tiruchirappalli,St. Lourdes Church,Church,Tiruchirappalli_St_Lourdes_Church.jpg
Tamil Nadu,Tiruchirappalli,Nadhirsha Dharga,Religious Building,Tiruchirappalli_Nadhirsha_Dharga.jpg
Tamil Nadu,Tiruchirappalli,Vayalur,Temple,Tiruchirappalli_Vayalur.jpg
Tamil Nadu,Tiruchirappalli,Uthamar Koil,Temple,Tiruchirappalli_Uthamar_Koil.jpg
Tamil Nadu,Tiruchirappalli,Thiruverumbur,Temple,Tiruchirappalli_Thiruverumbur.jpg
Tamil Nadu,Tiruchirappalli,Kallanai,Dam,Tiruchirappalli_Kallanai.jpg
Tamil Nadu,PUDUCHERRY,"Old Administrative building, Dumas Street",Building,PUDUCHERRY_Old_Administrative_building_Dumas_Street.jpg
Tamil Nadu,PUDUCHERRY,"Old Band stand near Nehru Statue, Gandhi thidal",Monument,PUDUCHERRY_Old_Band_stand_near_Nehru_Statue_Gandhi_thidal.jpg
Tamil Nadu,PUDUCHERRY,"Old Mother Theresa Institute, Campagnie Street",Building,PUDUCHERRY_Old_Mother_Theresa_Institute_Campagnie_Street.jpg
Tamil Nadu,PUDUCHERRY,"Tourism Office, Beach road",Building,PUDUCHERRY_Tourism_Office_Beach_road.jpg
Tamil Nadu,PUDUCHERRY,"Aye Mandapam, Bharathi park",Monument,PUDUCHERRY_Aye_Mandapam_Bharathi_park.jpg
Tamil Nadu,PUDUCHERRY,"Foyer du Soldat, rue law de lauriston",Museum,PUDUCHERRY_Foyer_du_Soldat_rue_law_de_lauriston.jpg
Tamil Nadu,PUDUCHERRY,"Pondicherry Museum building, St Louis street",Museum,PUDUCHERRY_Pondicherry_Museum_building_St_Louis_street.jpg
Tamil Nadu,PUDUCHERRY,"Old Light house, Beach road",Monument,PUDUCHERRY_Old_Light_house_Beach_road.jpg
Tamil Nadu,PUDUCHERRY,"Old court building, Beach road",Building,PUDUCHERRY_Old_court_building_Beach_road.jpg
Tamil Nadu,PUDUCHERRY,"Circle de Pondicherry, Victor Simonel street",Building,PUDUCHERRY_Circle_de_Pondicherry_Victor_Simonel_street.jpg
Tamil Nadu,PUDUCHERRY,"Assembly building, Victor Simonel street",Building,PUDUCHERRY_Assembly_building_Victor_Simonel_street.jpg
Tamil Nadu,PUDUCHERRY,Raj Nivas,Building,PUDUCHERRY_Raj_Nivas.jpg
Tamil Nadu,PUDUCHERRY,"Bharathidasan Museum, Perumal koil street",Museum,PUDUCHERRY_Bharathidasan_Museum_Perumal_koil_street.jpg
Tamil Nadu,PUDUCHERRY,"Clock towers, Grand bazaar and Bussy street",Monument,PUDUCHERRY_Clock_towers_Grand_bazaar_and_Bussy_street.jpg
Tamil Nadu,PUDUCHERRY,"Calve college, Mission street",Building,PUDUCHERRY_Calve_college_Mission_street.jpg
Tamil Nadu,PUDUCHERRY,"PWD office, Bussy street",Building,PUDUCHERRY_PWD_office_Bussy_street.jpg
Tamil Nadu,PUDUCHERRY,"Bharathiar Museum, Iswaran koil street",Museum,PUDUCHERRY_Bharathiar_Museum_Iswaran_koil_street.jpg
Tamil Nadu,Salem,Raja Rani Theppa kulam,Monument,Salem_Raja_Rani_Theppa_kulam.jpg
Bihar,Patna,Ruins of Patliputra,Ruins,Patna_Ruins_of_Patliputra.jpg
