STATE_NAME,CITY_NAME,HERITAGE_NAME,HERITAGE_TYPE,IMAGE_NAME
Bihar,Patna,Agam Kuan,Monument,Patna_Agam_Kuan.jpg
Bihar,Patna,Patna Museum,Museum,Patna_Patna_Museum.jpg
Bihar,Patna,Naghol Kothi,Building,Patna_Naghol_Kothi.jpg
Bihar,Patna,Begu Hajjam Mosque,Mosque,Patna_Begu_Hajjam_Mosque.jpg
Bihar,Patna,Gandhi Maidan,Open Space,Patna_Gandhi_Maidan.jpg
Maharashtra,AURANGABAD,Bhadkal gate,Monument,AURANGABAD_Bhadkal_gate.jpg
Maharashtra,AURANGABAD,Chota Bhadkal,Monument,AURANGABAD_Chota_Bhadkal.jpg
Maharashtra,AURANGABAD,Mehmood gate,Monument,AURANGABAD_Mehmood_gate.jpg
Maharashtra,AURANGABAD,Rangeen gate,Monument,AURANGABAD_Rangeen_gate.jpg
Maharashtra,AURANGABAD,Kaala gate,Monument,AURANGABAD_Kaala_gate.jpg
Maharashtra,AURANGABAD,Baijipura gate,Monument,AURANGABAD_Baijipura_gate.jpg
Maharashtra,AURANGABAD,Dehli gate,Monument,AURANGABAD_Dehli_gate.jpg
Maharashtra,AURANGABAD,Katkat gate,Monument,AURANGABAD_Katkat_gate.jpg
Maharashtra,AURANGABAD,Hathi gate,Monument,AURANGABAD_Hathi_gate.jpg
Maharashtra,AURANGABAD,Roshan gate,Monument,AURANGABAD_Roshan_gate.jpg
Maharashtra,AURANGABAD,Jafar gate,Monument,AURANGABAD_Jafar_gate.jpg
Maharashtra,AURANGABAD,Paithan gate,Monument,AURANGABAD_Paithan_gate.jpg
Maharashtra,AURANGABAD,Barapulla gate,Monument,AURANGABAD_Barapulla_gate.jpg
Maharashtra,AURANGABAD,Makai gate,Monument,AURANGABAD_Makai_gate.jpg
Maharashtra,AURANGABAD,Khadkeshwar Mandir,Temple,AURANGABAD_Khadkeshwar_Mandir.jpg
Maharashtra,AURANGABAD,Sunehri Mahal,Palace,AURANGABAD_Sunehri_Mahal.jpg
Maharashtra,AURANGABAD,Shahaganj clock tower,Monument,AURANGABAD_Shahaganj_clock_tower.jpg
Maharashtra,AURANGABAD,Himayat baag,Garden,AURANGABAD_Himayat_baag.jpg
Uttar Pradesh,Agra,RED FORT,Fort,Agra_RED_FORT.jpg
Uttar Pradesh,Agra,TAJ MAHAL,Monument,Agra_TAJ_MAHAL.jpg
Uttar Pradesh,Agra,FATEHPURI SIKRI,Monument,Agra_FATEHPURI_SIKRI.jpg
Madhya Pradesh,Gwalior,Gwalior Fort,Fort,Gwalior_Gwalior_Fort.jpg
Madhya Pradesh,Gwalior,Hathi Pol,Monument,Gwalior_Hathi_Pol.jpg
Madhya Pradesh,Gwalior,Tomb of Tansen,Tomb,Gwalior_Tomb_of_Tansen.jpg
Madhya Pradesh,Gwalior,Gujari Mahal,Palace,Gwalior_Gujari_Mahal.jpg
Madhya Pradesh,Gwalior,Dev Kho,Monument,Gwalior_Dev_Kho.jpg
Madhya Pradesh,Gwalior,Jai Vilas Mahal,Palace,Gwalior_Jai_Vilas_Mahal.jpg
Madhya Pradesh,Gwalior,Teli Ka Mandir,Temple,Gwalior_Teli_Ka_Mandir.jpg
Madhya Pradesh,Gwalior,Gopachal Parvat,Monument,Gwalior_Gopachal_Parvat.jpg
Madhya Pradesh,Gwalior,Sasbahu Ka Mandir,Temple,Gwalior_Sasbahu_Ka_Mandir.jpg
Madhya Pradesh,Gwalior,Man Singh Palace,Palace,Gwalior_Man_Singh_Palace.jpg
Madhya Pradesh,Gwalior,Assi Khamba Ki Baori,Monument,Gwalior_Assi_Khamba_Ki_Baori.jpg
Tamil Nadu,Chennai,Big Warehouse,Building,Chennai_Big_Warehouse.jpg
Tamil Nadu,Chennai,Clives House,Building,Chennai_Clives_House.jpg
Uttar Pradesh,Agra,AKBARS TOMB,Tomb,Agra_AKBARS_TOMB.jpg
Uttar Pradesh,Agra,MEHTAB GARDEN,Garden,Agra_MEHTAB_GARDEN.jpg
Tamil Nadu,ERODE,ARCHAEOLOGICAL MUSEUM,Museum,ERODE_ARCHAEOLOGICAL_MUSEUM.jpg
Tamil Nadu,ERODE,MEMORIAL HOUSE,Museum,ERODE_MEMORIAL_HOUSE.jpg
Tamil Nadu,ERODE,VOC PARK,Park,ERODE_VOC_PARK.jpg
Tamil Nadu,ERODE,CSI CHURCH,Church,ERODE_CSI_CHURCH.jpg
Tamil Nadu,ERODE,ANAICUT (Water Storage Dam),Dam,ERODE_ANAICUT_Water_Storage_Dam.jpg
Uttar Pradesh,Bareilly,Allah Hazrat,Religious Building,Bareilly_Allah_Hazrat.jpg
Karnataka,Belgaum,KamalBasti,Temple,Belgaum_KamalBasti.jpg
Uttar Pradesh,Jhansi,Monument of F W Pinkney; situated on the hillock near the premises of Messers Eduljee Boyce & Co,Monument,Jhansi_Monument_of_F_W_Pinkney_situated_on_the_hillock_near_the_premises_of_Messers_Eduljee_Boyce_Co.jpg
Uttar Pradesh,Jhansi,Rani Laxmi Bai Mahal,Palace,Jhansi_Rani_Laxmi_Bai_Mahal.jpg
Uttar Pradesh,Jhansi,Chhatari of Raja Gangadhar Rao along with and tank,Monument,Jhansi_Chhatari_of_Raja_Gangadhar_Rao_along_with_and_tank.jpg
Uttar Pradesh,Jhansi,Jhansi Fort,Fort,Jhansi_Jhansi_Fort.jpg
Uttar Pradesh,Jhansi,Laxmi Mandir,Temple,Jhansi_Laxmi_Mandir.jpg
Jammu and Kashmir,Srinagar,Hari parbat fort,Fort,Srinagar_Hari_parbat_fort.jpg
Jammu and Kashmir,Srinagar,Mazari salateen,Monument,Srinagar_Mazari_salateen.jpg
Jammu and Kashmir,Srinagar,Shankar achariya,Temple,Srinagar_Shankar_achariya.jpg
Jammu and Kashmir,Srinagar,Shalimar,Garden,Srinagar_Shalimar.jpg
Jammu and Kashmir,Srinagar,Nishat,Garden,Srinagar_Nishat.jpg
Jammu and Kashmir,Srinagar,Harwan,Garden,Srinagar_Harwan.jpg
Madhya Pradesh,Satna,Venktesh Temple,Temple,Satna_Venktesh_Temple.jpg
Maharashtra,Thane,Central Jail,Building,Thane_Central_Jail.jpg
Maharashtra,Thane,Mumbradevi Temple,Temple,Thane_Mumbradevi_Temple.jpg
Maharashtra,Thane,Kaldate House,Building,Thane_Kaldate_House.jpg
Maharashtra,Thane,Ganga Bhauva,Building,Thane_Ganga_Bhauva.jpg
Maharashtra,Thane,Rodrigues Bungalow,Building,Thane_Rodrigues_Bungalow.jpg
Maharashtra,Thane,Shivgiri,Building,Thane_Shivgiri.jpg
Maharashtra,Thane,van Bhavan,Building,Thane_van_Bhavan.jpg
Maharashtra,Thane,Kalwa Bridge,Bridge,Thane_Kalwa_Bridge.jpg
Maharashtra,Thane,Masunda lake,Lake,Thane_Masunda_lake.jpg
Maharashtra,Thane,Castle Lake,Lake,Thane_Castle_Lake.jpg
Maharashtra,Thane,Kacharali Lake,Lake,Thane_Kacharali_Lake.jpg
Maharashtra,Thane,Makhmali Lake,Lake,Thane_Makhmali_Lake.jpg
Maharashtra,Thane,Ghosali Lake,Lake,Thane_Ghosali_Lake.jpg
Maharashtra,Thane,Upvan lake,Lake,Thane_Upvan_lake.jpg
Maharashtra,Thane,Kolbad Lake,Lake,Thane_Kolbad_Lake.jpg
Maharashtra,Thane,Yeoor Hills,Hill,Thane_Yeoor_Hills.jpg
Andhra Pradesh,Tirupati,Sri Venkateswara Temple,Temple,Tirupati_Sri_Venkateswara_Temple.jpg
Andhra Pradesh,Tirupati,Kapila Theertham,Temple,Tirupati_Kapila_Theertham.jpg
Andhra Pradesh,Tirupati,Sri Govindaraja Swamy Temple,Temple,Tirupati_Sri_Govindaraja_Swamy_Temple.jpg
Andhra Pradesh,Tirupati,Sri Perundevi Thayar Sametha Sri Varadaraja Perumal Temple,Temple,Tirupati_Sri_Perundevi_Thayar_Sametha_Sri_Varadaraja_Perumal_Temple.jpg
Andhra Pradesh,Tirupati,Prakasham Park,Park,Tirupati_Prakasham_Park.jpg
Karnataka,KOTA,Brjvilas,Palace,KOTA_Brjvilas.jpg
Karnataka,KOTA,Bada Talab and jug mandir,Lake,KOTA_Bada_Talab_and_jug_mandir.jpg
Karnataka,KOTA,Graves for Kesar khan and Dokar khan,Tomb,KOTA_Graves_for_Kesar_khan_and_Dokar_khan.jpg
Karnataka,KOTA,Caves & Rocks paintings at Alaniya,Rock Cut Cave,KOTA_Caves_Rocks_paintings_at_Alaniya.jpg
Karnataka,KOTA,Shiva temple Gapernath,Temple,KOTA_Shiva_temple_Gapernath.jpg
Karnataka,KOTA,Shiva math mandirs at Chandresal,Temple,KOTA_Shiva_math_mandirs_at_Chandresal.jpg
Karnataka,KOTA,Temple with inscription at Kanswa,Temple,KOTA_Temple_with_inscription_at_Kanswa.jpg
Maharashtra,KALYAN DOMBIVALI,SHRI RAM MANDIR,Temple,KALYAN_DOMBIVALI_SHRI_RAM_MANDIR.jpg
Maharashtra,KALYAN DOMBIVALI,KASARHAT MANDIR,Temple,KALYAN_DOMBIVALI_KASARHAT_MANDIR.jpg
Maharashtra,KALYAN DOMBIVALI,LAXMINARAYAN MANDIR,Temple,KALYAN_DOMBIVALI_LAXMINARAYAN_MANDIR.jpg
Maharashtra,KALYAN DOMBIVALI,DURGADI FORT,Fort,KALYAN_DOMBIVALI_DURGADI_FORT.jpg
Maharashtra,KALYAN DOMBIVALI,BHATALE TALAO (LAKE),Lake,KALYAN_DOMBIVALI_BHATALE_TALAO_LAKE.jpg
Maharashtra,KALYAN DOMBIVALI,DAVJE TALAO,Lake,KALYAN_DOMBIVALI_DAVJE_TALAO.jpg
Maharashtra,KALYAN DOMBIVALI,KOTBAHAR MASJID,Mosque,KALYAN_DOMBIVALI_KOTBAHAR_MASJID.jpg
Maharashtra,KALYAN DOMBIVALI,FORT WALL,Monument,KALYAN_DOMBIVALI_FORT_WALL.jpg
Maharashtra,KALYAN DOMBIVALI,THAKURDWAR MANDIR,Temple,KALYAN_DOMBIVALI_THAKURDWAR_MANDIR.jpg
Maharashtra,KALYAN DOMBIVALI,KALI MASJID,Mosque,KALYAN_DOMBIVALI_KALI_MASJID.jpg
Maharashtra,KALYAN DOMBIVALI,CHURCH,Church,KALYAN_DOMBIVALI_CHURCH.jpg
Maharashtra,KALYAN DOMBIVALI,CLOCK TOWER,Monument,KALYAN_DOMBIVALI_CLOCK_TOWER.jpg
Maharashtra,KALYAN DOMBIVALI,NEW VISHNU MANDIR,Temple,KALYAN_DOMBIVALI_NEW_VISHNU_MANDIR.jpg
Uttar Pradesh,Lucknow,Alambagh Gate,Monument,Lucknow_Alambagh_Gate.jpg
Uttar Pradesh,Lucknow,Chatter Manjil,Building,Lucknow_Chatter_Manjil.jpg
Uttar Pradesh,Lucknow,Farhat Baksh Kothi,Building,Lucknow_Farhat_Baksh_Kothi.jpg
Uttar Pradesh,Lucknow,Roshan Ud Daula Kothi,Building,Lucknow_Roshan_Ud_Daula_Kothi.jpg
Uttar Pradesh,Lucknow,Gulistan e Eram,Garden,Lucknow_Gulistan_e_Eram.jpg
Uttar Pradesh,Lucknow,Darshan Vilas Kothi,Building,Lucknow_Darshan_Vilas_Kothi.jpg
Sikkim,Namchi,Chardham Solophok,Temple,Namchi_Chardham_Solophok.jpg
Sikkim,Namchi,Samdruptse,Monastery,Namchi_Samdruptse.jpg
Sikkim,Namchi,Shirdi Sai Mandir,Temple,Namchi_Shirdi_Sai_Mandir.jpg
Sikkim,Namchi,Sorok Tamang Monastery,Monastery,Namchi_Sorok_Tamang_Monastery.jpg
Sikkim,Namchi,Ahaley Dechen Choling Monastery,Monastery,Namchi_Ahaley_Dechen_Choling_Monastery.jpg
Sikkim,Namchi,Ngadak Gumpa,Monastery,Namchi_Ngadak_Gumpa.jpg
Sikkim,Namchi,Rock Garden,Garden,Namchi_Rock_Garden.jpg
Arunachal Pradesh,Pasighat,Donyi Polo Ganggine,Monument,Pasighat_Donyi_Polo_Ganggine.jpg
Maharashtra,Pune City,Agakhan Palace Complex (Kasturba Gandhi Samadhi and Grounds),Monument,Pune_City_Agakhan_Palace_Complex_Kasturba_Gandhi_Samadhi_and_Grounds.jpg
Maharashtra,Pune City,"Ahilyabai Holkar Ghat, Sangmeshwar Temple & other temple",Monument,Pune_City_Ahilyabai_Holkar_Ghat_Sangmeshwar_Temple_other_temple.jpg
Maharashtra,Pune City,Bhandarkar Oriental Research Inst Complex,Monument,Pune_City_Bhandarkar_Oriental_Research_Inst_Complex.jpg
Maharashtra,Pune City,Bharat Itihaas Samshodhan Mandal,Monument,Pune_City_Bharat_Itihaas_Samshodhan_Mandal.jpg
Maharashtra,Pune City,Bhavani Mata Mandir,Temple,Pune_City_Bhavani_Mata_Mandir.jpg
Maharashtra,Pune City,Central Building Complex,Building,Pune_City_Central_Building_Complex.jpg
Maharashtra,Pune City,Chaturshringi Temple and Hill,Temple,Pune_City_Chaturshringi_Temple_and_Hill.jpg
Maharashtra,Pune City,Council Hall,Building,Pune_City_Council_Hall.jpg
Maharashtra,Pune City,Deccan College complex,Building,Pune_City_Deccan_College_complex.jpg
Maharashtra,Pune City,Don Bosco Youth Centre,Building,Pune_City_Don_Bosco_Youth_Centre.jpg
Maharashtra,Pune City,Fergusson College Complex,Building,Pune_City_Fergusson_College_Complex.jpg
Maharashtra,Pune City,Hari Mandir (Prarthana Samaj),Temple,Pune_City_Hari_Mandir_Prarthana_Samaj.jpg
Maharashtra,Pune City,Harihareshwar Mandir,Temple,Pune_City_Harihareshwar_Mandir.jpg
Maharashtra,Pune City,Jangli Maharaj Samadhi Complex,Monument,Pune_City_Jangli_Maharaj_Samadhi_Complex.jpg
Maharashtra,Pune City,Jaykar Bungalow,Building,Pune_City_Jaykar_Bungalow.jpg
Maharashtra,Pune City,a) Maharshi Karve Kutir b) Karve hostel c) Anandibai Karve prathmic Shala,Building,Pune_City_a_Maharshi_Karve_Kutir_b_Karve_hostel_c_Anandibai_Karve_prathmic_Shala.jpg
Maharashtra,Pune City,Kasba Ganpati Mandir,Temple,Pune_City_Kasba_Ganpati_Mandir.jpg
Maharashtra,Pune City,Lal Mahal,Palace,Pune_City_Lal_Mahal.jpg
Maharashtra,Pune City,Mahatma Phule Mandai Complex,Building,Pune_City_Mahatma_Phule_Mandai_Complex.jpg
Maharashtra,Pune City,Mahatma Phule Wada,Building,Pune_City_Mahatma_Phule_Wada.jpg
Maharashtra,Pune City,Nageshwar Temple Complex,Temple,Pune_City_Nageshwar_Temple_Complex.jpg
Maharashtra,Pune City,Nana Wada,Building,Pune_City_Nana_Wada.jpg
Maharashtra,Pune City,Ohel David Synagogue and Memorial (Lal Dewal),Religious Building,Pune_City_Ohel_David_Synagogue_and_Memorial_Lal_Dewal.jpg
Maharashtra,Pune City,"Parvati Hill, steps, Landscape and Temple complex",Temple,Pune_City_Parvati_Hill_steps_Landscape_and_Temple_complex.jpg
Maharashtra,Pune City,Pataleshwar Caves,Rock Cut Cave,Pune_City_Pataleshwar_Caves.jpg
Maharashtra,Pune City,Pune Archives (Peshwe Daftar),Building,Pune_City_Pune_Archives_Peshwe_Daftar.jpg
Maharashtra,Pune City,a) Main Building Pune University b) Millenium Gate Police Chowky c) Main Gate Police Chowky,Building,Pune_City_a_Main_Building_Pune_University_b_Millenium_Gate_Police_Chowky_c_Main_Gate_Police_Chowky.jpg
Maharashtra,Pune City,Pushtimarg Mandir,Temple,Pune_City_Pushtimarg_Mandir.jpg
Maharashtra,Pune City,"Sarasbaug Temple, Dharan & Bridge",Temple,Pune_City_Sarasbaug_Temple_Dharan_Bridge.jpg
Maharashtra,Pune City,Shaniwarwada,Palace,Pune_City_Shaniwarwada.jpg
Maharashtra,Pune City,Someshwar Mandir,Temple,Pune_City_Someshwar_Mandir.jpg
Maharashtra,Pune City,Trishund Ganpati Mandir,Temple,Pune_City_Trishund_Ganpati_Mandir.jpg
Maharashtra,Pune City,Tulshibaug Mandir Complex,Temple,Pune_City_Tulshibaug_Mandir_Complex.jpg
Maharashtra,Pune City,Vitthalwadi Temple Complex and Ghat,Temple,Pune_City_Vitthalwadi_Temple_Complex_and_Ghat.jpg
Maharashtra,Pune City,Agharkar Research Institute,Building,Pune_City_Agharkar_Research_Institute.jpg
Maharashtra,Pune City,Akra Maruti and Ram Mandir Complex,Temple,Pune_City_Akra_Maruti_and_Ram_Mandir_Complex.jpg
Maharashtra,Pune City,Aryabhushan Bhavan,Building,Pune_City_Aryabhushan_Bhavan.jpg
Maharashtra,Pune City,Ashley House,Building,Pune_City_Ashley_House.jpg
Maharashtra,Pune City,Aundh Shiv Mandir,Temple,Pune_City_Aundh_Shiv_Mandir.jpg
Maharashtra,Pune City,Aundh Vitthal Mandir,Temple,Pune_City_Aundh_Vitthal_Mandir.jpg
Maharashtra,Pune City,Commonwealth Building,Building,Pune_City_Commonwealth_Building.jpg
Maharashtra,Pune City,Dulya Maruti Mandir,Temple,Pune_City_Dulya_Maruti_Mandir.jpg
Maharashtra,Pune City,Holkar Bridge,Bridge,Pune_City_Holkar_Bridge.jpg
Maharashtra,Pune City,Kedareshwar Mandir,Temple,Pune_City_Kedareshwar_Mandir.jpg
Maharashtra,Pune City,"Narayaneshwar Mandir (Mahadeo Mandir, Next to Natuwada Complex)",Temple,Pune_City_Narayaneshwar_Mandir_Mahadeo_Mandir_Next_to_Natuwada_Complex.jpg
Maharashtra,Pune City,Narsimha Laxmi Mandir,Temple,Pune_City_Narsimha_Laxmi_Mandir.jpg
Maharashtra,Pune City,a) Natuwada b) Mahadev Mandir inside Natuwada,Building,Pune_City_a_Natuwada_b_Mahadev_Mandir_inside_Natuwada.jpg
Maharashtra,Pune City,Navin Marathi School Complex (Raman Baug Shala),Building,Pune_City_Navin_Marathi_School_Complex_Raman_Baug_Shala.jpg
Maharashtra,Pune City,New English School,Building,Pune_City_New_English_School.jpg
Maharashtra,Pune City,Das Marutu Mandir and Paar,Temple,Pune_City_Das_Marutu_Mandir_and_Paar.jpg
Maharashtra,Pune City,Poona Club,Building,Pune_City_Poona_Club.jpg
Maharashtra,Pune City,Sangam Bungalow,Building,Pune_City_Sangam_Bungalow.jpg
Maharashtra,Pune City,Vriddheshwar Temple and Ghats,Temple,Pune_City_Vriddheshwar_Temple_and_Ghats.jpg
Maharashtra,Pune City,All India Radio,Building,Pune_City_All_India_Radio.jpg
Maharashtra,Pune City,Anand Ashram,Building,Pune_City_Anand_Ashram.jpg
Maharashtra,Pune City,Ardeshir Baug complex and Campus,Building,Pune_City_Ardeshir_Baug_complex_and_Campus.jpg
Maharashtra,Pune City,Cecilia Building,Building,Pune_City_Cecilia_Building.jpg
Maharashtra,Pune City,Christ Prem Seva Sangh,Building,Pune_City_Christ_Prem_Seva_Sangh.jpg
Maharashtra,Pune City,Church of Holy Angels,Church,Pune_City_Church_of_Holy_Angels.jpg
Maharashtra,Pune City,Dagdi Nagoba Temple,Temple,Pune_City_Dagdi_Nagoba_Temple.jpg
Maharashtra,Pune City,Dashnam Gosavi Samstha Math and Temple,Temple,Pune_City_Dashnam_Gosavi_Samstha_Math_and_Temple.jpg
Maharashtra,Pune City,European Tombs,Cemetery,Pune_City_European_Tombs.jpg
Maharashtra,Pune City,Jageshwar Temple,Temple,Pune_City_Jageshwar_Temple.jpg
Maharashtra,Pune City,Jhanshichi Rani Kanyashala,Building,Pune_City_Jhanshichi_Rani_Kanyashala.jpg
Maharashtra,Pune City,Laxminaryan temple,Temple,Pune_City_Laxminaryan_temple.jpg
Maharashtra,Pune City,MES Boys Highschool,Building,Pune_City_MES_Boys_Highschool.jpg
Maharashtra,Pune City,Nanasaheb Peshwe Samadhi,Monument,Pune_City_Nanasaheb_Peshwe_Samadhi.jpg
Maharashtra,Pune City,Pandav caves/ Mandir,Rock Cut Cave,Pune_City_Pandav_caves_Mandir.jpg
Maharashtra,Pune City,Pune Vidyarthi Griha and Ram Mandir,Building,Pune_City_Pune_Vidyarthi_Griha_and_Ram_Mandir.jpg
Maharashtra,Pune City,Temple in Narsimha Bhavan,Temple,Pune_City_Temple_in_Narsimha_Bhavan.jpg
Maharashtra,Pune City,Samadhi + temples at Omkareshwar Ghat,Temple,Pune_City_Samadhi_temples_at_Omkareshwar_Ghat.jpg
Maharashtra,Pune City,"Siddheshwar Mandir, ",Temple,Pune_City_Siddheshwar_Mandir.jpg
Maharashtra,Pune City,"Siddhivinayak Ganapati Mandir, ",Temple,Pune_City_Siddhivinayak_Ganapati_Mandir.jpg
Maharashtra,Pune City,Steps of Old Konkan Darwaza of Pandharicha Kot,Monument,Pune_City_Steps_of_Old_Konkan_Darwaza_of_Pandharicha_Kot.jpg
Maharashtra,Pune City,Trimbakeshwar Mandir,Temple,Pune_City_Trimbakeshwar_Mandir.jpg
Maharashtra,Pune City,War Memorial (Hutatma Smarak),Monument,Pune_City_War_Memorial_Hutatma_Smarak.jpg
Gujarat,Vadodara,Mandvi Gate,Monument,Vadodara_Mandvi_Gate.jpg
Gujarat,Vadodara,Gendi Gate,Monument,Vadodara_Gendi_Gate.jpg
Gujarat,Vadodara,Khanderao Market Building,Building,Vadodara_Khanderao_Market_Building.jpg
Gujarat,Vadodara,Kriti Mandir,Temple,Vadodara_Kriti_Mandir.jpg
Gujarat,Vadodara,Sayaji Garden,Garden,Vadodara_Sayaji_Garden.jpg
Gujarat,Vadodara,Sursagar Lake,Lake,Vadodara_Sursagar_Lake.jpg
Andhra Pradesh,Visakhapatnam,St. Pauls Church,Church,Visakhapatnam_St_Pauls_Church.jpg
Andhra Pradesh,Visakhapatnam,Waltair Club,Building,Visakhapatnam_Waltair_Club.jpg
Andhra Pradesh,Visakhapatnam,Kurupam Tomb,Tomb,Visakhapatnam_Kurupam_Tomb.jpg
Andhra Pradesh,Visakhapatnam,Light House (Park Hotel),Building,Visakhapatnam_Light_House_Park_Hotel.jpg
Andhra Pradesh,Visakhapatnam,King George Hospital,Building,Visakhapatnam_King_George_Hospital.jpg
Andhra Pradesh,Visakhapatnam,King Edward VII Market,Building,Visakhapatnam_King_Edward_VII_Market.jpg
Andhra Pradesh,Visakhapatnam,Victoria Jubilee Town Hall,Building,Visakhapatnam_Victoria_Jubilee_Town_Hall.jpg
Andhra Pradesh,Visakhapatnam,Dutch Cemetery,Cemetery,Visakhapatnam_Dutch_Cemetery.jpg
Andhra Pradesh,Visakhapatnam,Hamilton Memorial Masonic Temple,Building,Visakhapatnam_Hamilton_Memorial_Masonic_Temple.jpg
Andhra Pradesh,Visakhapatnam,Light House (St. Aloysius),Building,Visakhapatnam_Light_House_St_Aloysius.jpg
Andhra Pradesh,Visakhapatnam,Queen Victoria Pavilion,Monument,Visakhapatnam_Queen_Victoria_Pavilion.jpg
Andhra Pradesh,Visakhapatnam,Sacred Heart Church,Church,Visakhapatnam_Sacred_Heart_Church.jpg
Andhra Pradesh,Visakhapatnam,St. Aloysius Church,Church,Visakhapatnam_St_Aloysius_Church.jpg
Andhra Pradesh,Visakhapatnam,Turners Choultry,Building,Visakhapatnam_Turners_Choultry.jpg
Andhra Pradesh,Visakhapatnam,Railway Guest House,Building,Visakhapatnam_Railway_Guest_House.jpg
Andhra Pradesh,Visakhapatnam,Hawa Mahal,Palace,Visakhapatnam_Hawa_Mahal.jpg
Andhra Pradesh,Visakhapatnam,Sri Kasi Visweswara Swamy Temple,Temple,Visakhapatnam_Sri_Kasi_Visweswara_Swamy_Temple.jpg
Andhra Pradesh,Visakhapatnam,St. Anns Cathedral,Church,Visakhapatnam_St_Anns_Cathedral.jpg
Andhra Pradesh,Visakhapatnam,St. Josephs Church,Church,Visakhapatnam_St_Josephs_Church.jpg
Andhra Pradesh,Visakhapatnam,Sri Someswara Swami Temple,Temple,Visakhapatnam_Sri_Someswara_Swami_Temple.jpg
Andhra Pradesh,Visakhapatnam,Sri Varaha Lakshmi Narasimha Swami Temple,Temple,Visakhapatnam_Sri_Varaha_Lakshmi_Narasimha_Swami_Temple.jpg
Andhra Pradesh,Visakhapatnam,Floral Garden,Garden,Visakhapatnam_Floral_Garden.jpg
Andhra Pradesh,Visakhapatnam,Siva Temple,Temple,Visakhapatnam_Siva_Temple.jpg
Andhra Pradesh,Visakhapatnam,Bavikonda,Monument,Visakhapatnam_Bavikonda.jpg
Andhra Pradesh,Visakhapatnam,Thotlakonda,Monument,Visakhapatnam_Thotlakonda.jpg
